crime,arrest,date,latitude,longitude,domestic,district,FBI_code,year,month,hour,day,dayofweek,weekofyear,quarter
RETAIL THEFT,False,2018-12-05 09:40:00,41.868541914,-87.639235361,False,1.0,6,2018,12,9,5,2,49,4
OVER $500,False,2018-12-05 13:17:00,41.890447909,-87.748936419,False,15.0,6,2018,12,13,5,2,49,4
RETAIL THEFT,True,2018-12-05 10:48:00,41.86821682,-87.6304532,False,1.0,6,2018,12,10,5,2,49,4
RETAIL THEFT,True,2018-12-05 09:13:00,41.695982095,-87.59665314200001,False,5.0,6,2018,12,9,5,2,49,4
OVER $500,False,2018-12-05 03:08:00,41.793678005,-87.694526564,False,8.0,6,2018,12,3,5,2,49,4
OVER $500,False,2018-12-04 09:00:00,41.986270682,-87.835701236,False,16.0,6,2018,12,9,4,1,49,4
OVER $500,False,2018-12-04 15:00:00,41.841509547,-87.62328469799999,False,1.0,6,2018,12,15,4,1,49,4
OVER $500,False,2018-12-04 16:30:00,41.74834548,-87.70357327200001,False,8.0,6,2018,12,16,4,1,49,4
OVER $500,False,2018-12-04 21:40:00,41.933635812,-87.780913211,False,25.0,6,2018,12,21,4,1,49,4
OVER $500,False,2018-12-04 16:30:00,41.933655379,-87.782129523,False,25.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,True,2018-12-04 21:08:00,41.883500186999996,-87.627876698,False,1.0,6,2018,12,21,4,1,49,4
OVER $500,False,2018-12-04 04:45:00,41.877985306,-87.72496916600002,False,11.0,6,2018,12,4,4,1,49,4
OVER $500,False,2018-12-04 18:58:00,41.908560535,-87.67740914299999,False,14.0,6,2018,12,18,4,1,49,4
OVER $500,False,2018-12-04 21:30:00,41.877565688000004,-87.68489382899998,False,12.0,6,2018,12,21,4,1,49,4
OVER $500,False,2018-12-04 21:20:00,41.933802981,-87.645694795,False,19.0,6,2018,12,21,4,1,49,4
OVER $500,False,2018-12-04 19:15:00,41.883619503,-87.629432435,False,1.0,6,2018,12,19,4,1,49,4
OVER $500,False,2018-12-04 20:30:00,41.867038943000004,-87.654069152,False,12.0,6,2018,12,20,4,1,49,4
OVER $500,False,2018-12-04 20:10:00,41.886017951,-87.624521781,False,1.0,6,2018,12,20,4,1,49,4
RETAIL THEFT,False,2018-12-04 16:35:00,41.880383856,-87.75417643,False,15.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,True,2018-12-04 16:40:00,41.778340981,-87.703122242,False,8.0,6,2018,12,16,4,1,49,4
OVER $500,False,2018-12-04 05:15:00,41.743503863,-87.60501807,False,6.0,6,2018,12,5,4,1,49,4
RETAIL THEFT,True,2018-12-04 19:19:00,41.737750767,-87.604855911,False,6.0,6,2018,12,19,4,1,49,4
RETAIL THEFT,True,2018-12-04 17:00:00,41.695908161,-87.595822806,False,5.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,True,2018-12-04 18:00:00,41.680418425999996,-87.66243794799999,False,22.0,6,2018,12,18,4,1,49,4
OVER $500,False,2018-07-01 12:00:00,41.897601664,-87.622792233,False,18.0,6,2018,7,12,1,6,26,3
RETAIL THEFT,False,2018-11-26 16:18:00,41.882394061999996,-87.627844798,False,1.0,6,2018,11,16,26,0,48,4
OVER $500,False,2018-11-10 00:00:00,42.005407837,-87.668589418,False,24.0,6,2018,11,0,10,5,45,4
OVER $500,False,2018-12-03 05:00:00,41.747908043,-87.65609600200001,False,6.0,6,2018,12,5,3,0,49,4
OVER $500,False,2018-12-03 01:46:00,41.938150856,-87.63948073600002,False,19.0,6,2018,12,1,3,0,49,4
OVER $500,False,2018-12-04 12:45:00,41.86556594,-87.719506601,False,10.0,6,2018,12,12,4,1,49,4
RETAIL THEFT,False,2018-12-04 08:18:00,41.869527301,-87.63926875899998,False,1.0,6,2018,12,8,4,1,49,4
OVER $500,False,2018-11-21 22:00:00,41.840864095,-87.705657854,False,10.0,6,2018,11,22,21,2,47,4
OVER $500,False,2018-11-29 15:00:00,41.767843612,-87.68577267299999,False,8.0,6,2018,11,15,29,3,48,4
RETAIL THEFT,False,2018-12-02 10:51:00,41.882394061999996,-87.627844798,False,1.0,6,2018,12,10,2,6,48,4
OVER $500,False,2018-12-04 17:40:00,41.821500805,-87.603533201,False,2.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,True,2018-12-04 16:55:00,41.737750767,-87.604855911,False,6.0,6,2018,12,16,4,1,49,4
OVER $500,False,2018-12-04 00:04:00,41.727524419,-87.548438179,False,4.0,6,2018,12,0,4,1,49,4
RETAIL THEFT,False,2018-12-04 17:15:00,41.914434094,-87.65443023200001,False,18.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,True,2018-12-04 15:45:00,41.867414944000004,-87.627231186,False,1.0,6,2018,12,15,4,1,49,4
OVER $500,False,2018-12-04 14:00:00,41.934040157,-87.645890707,False,19.0,6,2018,12,14,4,1,49,4
RETAIL THEFT,False,2018-12-04 15:00:00,41.786736065,-87.665290751,False,7.0,6,2018,12,15,4,1,49,4
OVER $500,False,2018-12-04 13:58:00,41.785297763,-87.636144625,False,7.0,6,2018,12,13,4,1,49,4
OVER $500,False,2018-12-04 06:30:00,41.874772908000004,-87.671575116,False,12.0,6,2018,12,6,4,1,49,4
OVER $500,False,2018-12-04 10:30:00,41.871384866999996,-87.627514266,False,1.0,6,2018,12,10,4,1,49,4
RETAIL THEFT,False,2018-12-04 13:50:00,41.859878968000004,-87.66620394700001,False,12.0,6,2018,12,13,4,1,49,4
RETAIL THEFT,False,2018-12-04 14:00:00,41.910138757,-87.651084821,False,18.0,6,2018,12,14,4,1,49,4
RETAIL THEFT,True,2018-12-04 11:50:00,41.909664252,-87.742728815,False,25.0,6,2018,12,11,4,1,49,4
OVER $500,False,2018-12-04 13:00:00,41.960544829,-87.654371155,False,19.0,6,2018,12,13,4,1,49,4
OVER $500,False,2018-12-04 12:25:00,41.891537223,-87.637634891,False,18.0,6,2018,12,12,4,1,49,4
RETAIL THEFT,False,2018-12-04 13:24:00,41.742710224,-87.63408818100002,False,6.0,6,2018,12,13,4,1,49,4
OVER $500,False,2018-12-04 06:00:00,41.786172665,-87.78890573,False,8.0,6,2018,12,6,4,1,49,4
RETAIL THEFT,True,2018-12-04 10:08:00,41.976814727,-87.659880317,False,20.0,6,2018,12,10,4,1,49,4
OVER $500,False,2018-12-04 11:00:00,41.895540036,-87.751945919,False,15.0,6,2018,12,11,4,1,49,4
RETAIL THEFT,False,2018-12-04 11:00:00,41.952956098,-87.71287132799999,False,17.0,6,2018,12,11,4,1,49,4
OVER $500,False,2018-12-04 01:00:00,41.77689883,-87.754488848,False,8.0,6,2018,12,1,4,1,49,4
OVER $500,False,2018-12-04 08:00:00,41.946088748,-87.69412109999998,False,19.0,6,2018,12,8,4,1,49,4
OVER $500,False,2018-12-04 07:30:00,41.799226998,-87.750264735,False,8.0,6,2018,12,7,4,1,49,4
OVER $500,False,2018-12-04 02:42:00,41.79329625,-87.76720566,False,8.0,6,2018,12,2,4,1,49,4
OVER $500,False,2018-12-04 09:00:00,41.910016784,-87.752663224,False,25.0,6,2018,12,9,4,1,49,4
OVER $500,False,2018-12-04 22:30:00,41.90255864,-87.671148692,False,12.0,6,2018,12,22,4,1,49,4
OVER $500,False,2018-12-04 16:00:00,41.810029783000004,-87.684482303,False,9.0,6,2018,12,16,4,1,49,4
OVER $500,False,2018-12-04 11:00:00,41.763821446,-87.56768671,False,3.0,6,2018,12,11,4,1,49,4
OVER $500,False,2018-12-04 22:15:00,41.925488141,-87.64663661899998,False,19.0,6,2018,12,22,4,1,49,4
OVER $500,False,2018-12-04 02:10:00,41.780515709,-87.66545431,False,7.0,6,2018,12,2,4,1,49,4
OVER $500,False,2018-12-04 06:15:00,41.739789256,-87.70017599299999,False,8.0,6,2018,12,6,4,1,49,4
OVER $500,False,2018-12-04 06:00:00,41.761227906,-87.623206489,False,3.0,6,2018,12,6,4,1,49,4
RETAIL THEFT,False,2018-12-04 03:48:00,41.943948446,-87.649386514,False,19.0,6,2018,12,3,4,1,49,4
OVER $500,False,2018-12-03 09:00:00,41.859492718,-87.656472706,False,12.0,6,2018,12,9,3,0,49,4
RETAIL THEFT,False,2018-12-03 13:47:00,42.019399236999995,-87.675049485,False,24.0,6,2018,12,13,3,0,49,4
OVER $500,False,2018-12-03 17:14:00,41.720075563,-87.575297706,False,4.0,6,2018,12,17,3,0,49,4
OVER $500,False,2018-12-03 20:00:00,41.942073437,-87.779594339,False,16.0,6,2018,12,20,3,0,49,4
OVER $500,False,2018-12-03 12:45:00,41.748979176,-87.60638538,False,6.0,6,2018,12,12,3,0,49,4
OVER $500,False,2018-12-03 23:00:00,41.884650262,-87.627915459,False,1.0,6,2018,12,23,3,0,49,4
OVER $500,False,2018-12-03 08:30:00,41.897174047,-87.702267476,False,12.0,6,2018,12,8,3,0,49,4
OVER $500,False,2018-12-03 19:30:00,41.909295501,-87.672537555,False,14.0,6,2018,12,19,3,0,49,4
RETAIL THEFT,False,2018-12-03 18:46:00,41.88136236,-87.64734430200001,False,12.0,6,2018,12,18,3,0,49,4
OVER $500,False,2018-12-03 19:10:00,41.856561793000004,-87.63311731700001,False,9.0,6,2018,12,19,3,0,49,4
OVER $500,False,2018-12-03 18:00:00,41.79937571,-87.76737953899998,False,8.0,6,2018,12,18,3,0,49,4
RETAIL THEFT,False,2018-12-03 22:04:00,41.767448959,-87.585957168,False,3.0,6,2018,12,22,3,0,49,4
RETAIL THEFT,False,2018-12-03 16:36:00,41.883475491,-87.627876969,False,1.0,6,2018,12,16,3,0,49,4
OVER $500,False,2018-12-03 07:30:00,41.933992071999995,-87.77120028799999,False,25.0,6,2018,12,7,3,0,49,4
OVER $500,False,2018-12-03 15:00:00,41.859614528,-87.648780851,False,12.0,6,2018,12,15,3,0,49,4
OVER $500,False,2018-12-03 18:30:00,41.875646819,-87.76340982200001,False,15.0,6,2018,12,18,3,0,49,4
RETAIL THEFT,False,2018-12-03 12:48:00,42.019399236999995,-87.675049485,False,24.0,6,2018,12,12,3,0,49,4
OVER $500,False,2018-12-03 17:00:00,41.877651228000005,-87.748348005,False,15.0,6,2018,12,17,3,0,49,4
RETAIL THEFT,False,2018-12-03 21:35:00,41.91244802,-87.653165399,False,18.0,6,2018,12,21,3,0,49,4
RETAIL THEFT,False,2018-12-04 15:40:00,41.930906002,-87.644017035,False,19.0,6,2018,12,15,4,1,49,4
OVER $500,False,2018-12-04 11:30:00,42.014216031,-87.664229139,False,24.0,6,2018,12,11,4,1,49,4
RETAIL THEFT,False,2018-12-04 17:00:00,41.963070794000004,-87.655984213,False,19.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,False,2018-12-04 19:30:00,41.881493402,-87.62775555700001,False,1.0,6,2018,12,19,4,1,49,4
OVER $500,False,2018-12-04 17:00:00,41.749683042,-87.665847295,False,6.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,False,2018-12-04 15:00:00,41.85199252,-87.68888873799999,False,10.0,6,2018,12,15,4,1,49,4
RETAIL THEFT,False,2018-12-04 18:48:00,41.799647045,-87.723345153,False,8.0,6,2018,12,18,4,1,49,4
OVER $500,False,2018-12-04 16:00:00,41.879049777,-87.657665406,False,12.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,True,2018-12-04 16:58:00,41.750490827,-87.65430247399998,False,6.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,True,2018-12-04 17:14:00,41.897895128,-87.624096605,False,18.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,True,2018-12-04 15:15:00,41.884650262,-87.627915459,False,1.0,6,2018,12,15,4,1,49,4
OVER $500,False,2018-12-04 14:15:00,41.918353231,-87.63707915399998,False,18.0,6,2018,12,14,4,1,49,4
RETAIL THEFT,False,2018-12-04 12:55:00,41.930946496,-87.788962647,False,25.0,6,2018,12,12,4,1,49,4
OVER $500,False,2018-12-04 17:50:00,41.893427527,-87.61922808799999,False,18.0,6,2018,12,17,4,1,49,4
RETAIL THEFT,False,2018-12-04 16:55:00,41.809693341,-87.592138525,False,2.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,False,2018-12-04 16:20:00,41.930966067,-87.787305049,False,25.0,6,2018,12,16,4,1,49,4
RETAIL THEFT,True,2018-12-04 15:48:00,41.751464464,-87.64406390200001,False,6.0,6,2018,12,15,4,1,49,4
RETAIL THEFT,True,2018-12-04 01:24:00,41.994758989,-87.7144777,False,17.0,6,2018,12,1,4,1,49,4
RETAIL THEFT,True,2018-12-03 16:00:00,41.721194359,-87.66396636799999,False,22.0,6,2018,12,16,3,0,49,4
RETAIL THEFT,False,2018-12-03 20:05:00,41.881493402,-87.62775555700001,False,1.0,6,2018,12,20,3,0,49,4
OVER $500,False,2018-12-03 13:25:00,41.887123664,-87.754163303,False,15.0,6,2018,12,13,3,0,49,4
OVER $500,False,2018-12-03 19:15:00,41.896701901,-87.626405457,False,18.0,6,2018,12,19,3,0,49,4
OVER $500,False,2018-12-03 12:45:00,41.91007391,-87.65310610600002,False,18.0,6,2018,12,12,3,0,49,4
RETAIL THEFT,False,2018-12-03 17:20:00,41.930966067,-87.787305049,False,25.0,6,2018,12,17,3,0,49,4
OVER $500,False,2018-12-03 03:00:00,41.965986305,-87.73523726200001,False,17.0,6,2018,12,3,3,0,49,4
OVER $500,False,2018-12-03 16:30:00,41.746913851,-87.614855318,False,6.0,6,2018,12,16,3,0,49,4
OVER $500,False,2018-12-03 12:00:00,41.917440649,-87.63547608799999,False,18.0,6,2018,12,12,3,0,49,4
RETAIL THEFT,True,2018-12-03 16:00:00,41.884650262,-87.627915459,False,1.0,6,2018,12,16,3,0,49,4
RETAIL THEFT,False,2018-12-03 12:00:00,41.903304304,-87.670064675,False,14.0,6,2018,12,12,3,0,49,4
OVER $500,False,2018-12-03 15:15:00,41.891553724,-87.63628314200001,False,18.0,6,2018,12,15,3,0,49,4
RETAIL THEFT,True,2018-12-03 13:28:00,41.899410159,-87.624131266,False,18.0,6,2018,12,13,3,0,49,4
OVER $500,False,2018-12-03 14:10:00,41.753213625,-87.59519281600002,False,4.0,6,2018,12,14,3,0,49,4
OVER $500,False,2018-12-03 14:00:00,41.951052909,-87.676595031,False,19.0,6,2018,12,14,3,0,49,4
RETAIL THEFT,False,2018-12-03 10:41:00,41.749911879,-87.627006871,False,6.0,6,2018,12,10,3,0,49,4
OVER $500,False,2018-12-03 07:00:00,41.880521497,-87.64486360299999,False,1.0,6,2018,12,7,3,0,49,4
OVER $500,False,2018-12-03 03:38:00,41.992227939,-87.68110483,False,24.0,6,2018,12,3,3,0,49,4
OVER $500,False,2018-12-03 12:10:00,41.923604376,-87.794503882,True,25.0,6,2018,12,12,3,0,49,4
OVER $500,True,2018-11-27 14:00:00,41.894940399999996,-87.680211407,False,12.0,6,2018,11,14,27,1,48,4
RETAIL THEFT,True,2018-06-08 19:02:00,41.91244802,-87.653165399,False,18.0,6,2018,6,19,8,4,23,2
OVER $500,False,2018-12-03 01:55:00,41.973119219000004,-87.694615802,False,20.0,6,2018,12,1,3,0,49,4
OVER $500,False,2018-12-03 09:00:00,41.750377769,-87.614952286,False,6.0,6,2018,12,9,3,0,49,4
RETAIL THEFT,False,2018-12-03 12:08:00,41.993848156,-87.71299668,False,17.0,6,2018,12,12,3,0,49,4
RETAIL THEFT,False,2018-12-03 11:19:00,41.884493832,-87.627021129,False,1.0,6,2018,12,11,3,0,49,4
OVER $500,False,2018-11-15 19:00:00,41.808559899,-87.621194785,False,2.0,6,2018,11,19,15,3,46,4
RETAIL THEFT,False,2018-11-23 18:20:00,41.994586647,-87.657632936,False,24.0,6,2018,11,18,23,4,47,4
OVER $500,True,2018-11-07 15:00:00,41.9256545,-87.664593099,False,19.0,6,2018,11,15,7,2,45,4
OVER $500,False,2018-12-03 08:00:00,41.960559828,-87.76084484399998,False,16.0,6,2018,12,8,3,0,49,4
OVER $500,False,2018-12-03 04:10:00,41.890812716999996,-87.631766431,False,18.0,6,2018,12,4,3,0,49,4
OVER $500,False,2018-12-03 01:08:00,41.721347216999995,-87.65215149,True,22.0,6,2018,12,1,3,0,49,4
OVER $500,False,2018-12-02 20:30:00,41.749963096,-87.64402499399998,False,6.0,6,2018,12,20,2,6,48,4
OVER $500,False,2018-12-03 22:50:00,41.772649633,-87.58262677200001,False,3.0,6,2018,12,22,3,0,49,4
OVER $500,False,2018-12-03 22:30:00,41.867819248,-87.68606805,False,12.0,6,2018,12,22,3,0,49,4
OVER $500,False,2018-12-03 18:57:00,41.927561871,-87.704940998,False,14.0,6,2018,12,18,3,0,49,4
OVER $500,False,2018-12-03 19:30:00,41.886577988,-87.66294420700001,False,12.0,6,2018,12,19,3,0,49,4
RETAIL THEFT,False,2018-12-03 20:20:00,41.758214815,-87.62411933799999,False,6.0,6,2018,12,20,3,0,49,4
OVER $500,False,2018-12-03 20:00:00,41.940837255,-87.654135523,False,19.0,6,2018,12,20,3,0,49,4
OVER $500,False,2018-12-03 13:00:00,41.880457093000004,-87.62435557,False,1.0,6,2018,12,13,3,0,49,4
RETAIL THEFT,False,2018-12-03 15:10:00,41.764535195,-87.693334867,False,8.0,6,2018,12,15,3,0,49,4
RETAIL THEFT,True,2018-12-03 20:03:00,42.019399236999995,-87.675049485,False,24.0,6,2018,12,20,3,0,49,4
RETAIL THEFT,False,2018-12-03 19:00:00,41.817748687,-87.72392912299999,False,8.0,6,2018,12,19,3,0,49,4
RETAIL THEFT,False,2018-12-03 16:30:00,41.993790014,-87.7129016,False,17.0,6,2018,12,16,3,0,49,4
OVER $500,False,2018-12-03 18:55:00,41.911187178,-87.677481447,False,14.0,6,2018,12,18,3,0,49,4
OVER $500,False,2018-12-02 02:00:00,41.841789668000004,-87.63540693700001,False,9.0,6,2018,12,2,2,6,48,4
OVER $500,False,2018-12-02 17:00:00,41.800991803,-87.622624586,False,2.0,6,2018,12,17,2,6,48,4
OVER $500,False,2018-12-02 20:38:00,41.925183913000005,-87.725571931,True,25.0,6,2018,12,20,2,6,48,4
OVER $500,False,2018-12-02 00:01:00,41.945453334,-87.647723655,False,19.0,6,2018,12,0,2,6,48,4
RETAIL THEFT,True,2018-12-02 17:22:00,41.867414944000004,-87.627231186,False,1.0,6,2018,12,17,2,6,48,4
RETAIL THEFT,False,2018-12-02 18:24:00,41.929743818,-87.684273777,False,14.0,6,2018,12,18,2,6,48,4
RETAIL THEFT,True,2018-12-02 18:28:00,41.844580682,-87.701808336,False,10.0,6,2018,12,18,2,6,48,4
OVER $500,False,2018-12-02 14:00:00,41.923816929000004,-87.70061232299999,False,14.0,6,2018,12,14,2,6,48,4
RETAIL THEFT,True,2018-12-02 15:22:00,41.896010965,-87.624279065,False,18.0,6,2018,12,15,2,6,48,4
RETAIL THEFT,True,2018-12-02 16:57:00,41.881203182,-87.647342333,False,12.0,6,2018,12,16,2,6,48,4
OVER $500,False,2018-12-02 18:30:00,41.859720099,-87.64669831200001,False,12.0,6,2018,12,18,2,6,48,4
OVER $500,False,2018-12-02 17:00:00,41.891511157,-87.659495338,False,12.0,6,2018,12,17,2,6,48,4
OVER $500,False,2018-12-02 18:00:00,41.882102214,-87.64854087100002,False,12.0,6,2018,12,18,2,6,48,4
OVER $500,False,2018-12-02 17:00:00,41.910588433,-87.67070199700001,False,14.0,6,2018,12,17,2,6,48,4
RETAIL THEFT,False,2018-12-02 17:15:00,41.939920598,-87.65319329100002,False,19.0,6,2018,12,17,2,6,48,4
RETAIL THEFT,True,2018-12-02 16:30:00,41.92046017,-87.67083136,False,14.0,6,2018,12,16,2,6,48,4
RETAIL THEFT,True,2018-12-02 15:03:00,41.883475491,-87.627876969,False,1.0,6,2018,12,15,2,6,48,4
OVER $500,False,2018-12-02 12:20:00,41.917129411,-87.63528842,False,18.0,6,2018,12,12,2,6,48,4
OVER $500,False,2018-12-02 13:00:00,41.917402098000004,-87.63545446299999,False,18.0,6,2018,12,13,2,6,48,4
OVER $500,False,2018-12-02 06:30:00,41.723233549,-87.625079266,False,6.0,6,2018,12,6,2,6,48,4
OVER $500,False,2018-12-02 13:10:00,41.883500186999996,-87.627876698,False,1.0,6,2018,12,13,2,6,48,4
RETAIL THEFT,False,2018-12-02 13:43:00,41.892753031,-87.62419389600002,False,18.0,6,2018,12,13,2,6,48,4
RETAIL THEFT,True,2018-12-02 12:35:00,41.824675709,-87.617013434,False,2.0,6,2018,12,12,2,6,48,4
OVER $500,False,2018-12-02 03:00:00,41.894878741,-87.642931729,False,18.0,6,2018,12,3,2,6,48,4
RETAIL THEFT,False,2018-12-02 13:30:00,41.852882701,-87.63552860899998,False,9.0,6,2018,12,13,2,6,48,4
RETAIL THEFT,True,2018-12-02 12:30:00,41.695908161,-87.595822806,False,5.0,6,2018,12,12,2,6,48,4
OVER $500,False,2018-12-02 10:30:00,41.900267355,-87.675951259,False,12.0,6,2018,12,10,2,6,48,4
OVER $500,False,2018-12-02 14:10:00,41.891690385,-87.626317482,False,18.0,6,2018,12,14,2,6,48,4
RETAIL THEFT,True,2018-12-03 07:40:00,41.909636288,-87.745300725,False,25.0,6,2018,12,7,3,0,49,4
RETAIL THEFT,True,2018-12-02 10:18:00,41.695908161,-87.595822806,False,5.0,6,2018,12,10,2,6,48,4
OVER $500,False,2018-12-02 04:00:00,41.675253432,-87.601695694,False,5.0,6,2018,12,4,2,6,48,4
OVER $500,False,2018-11-02 16:00:00,41.98824033,-87.77923855700001,False,16.0,6,2018,11,16,2,4,44,4
OVER $500,False,2018-11-19 08:30:00,41.753301745,-87.66472500799999,False,6.0,6,2018,11,8,19,0,47,4
OVER $500,False,2018-11-29 23:29:00,41.854885545,-87.705340915,False,10.0,6,2018,11,23,29,3,48,4
OVER $500,False,2018-11-29 17:05:00,41.896133693,-87.625489799,False,18.0,6,2018,11,17,29,3,48,4
OVER $500,False,2018-11-30 22:00:00,41.892563747,-87.657423831,False,12.0,6,2018,11,22,30,4,48,4
OVER $500,False,2018-11-30 21:00:00,41.797641256999995,-87.75633396200001,False,8.0,6,2018,11,21,30,4,48,4
OVER $500,False,2018-12-02 01:52:00,41.775584381,-87.745852271,False,8.0,6,2018,12,1,2,6,48,4
OVER $500,False,2018-11-14 18:00:00,41.894009033,-87.751460291,False,15.0,6,2018,11,18,14,2,46,4
OVER $500,False,2018-11-09 07:30:00,41.894793326999995,-87.769501996,False,15.0,6,2018,11,7,9,4,45,4
OVER $500,False,2018-11-17 21:00:00,41.894389546,-87.653852879,False,12.0,6,2018,11,21,17,5,46,4
OVER $500,False,2018-04-01 09:00:00,41.881730835999996,-87.626203285,False,1.0,6,2018,4,9,1,6,13,2
OVER $500,True,2018-11-21 15:58:00,41.833364024,-87.617008302,False,2.0,6,2018,11,15,21,2,47,4
OVER $500,True,2018-11-14 19:10:00,41.891412551,-87.647934597,False,12.0,6,2018,11,19,14,2,46,4
OVER $500,False,2018-10-13 09:00:00,41.733631506,-87.656920122,False,22.0,6,2018,10,9,13,5,41,4
OVER $500,False,2018-09-28 17:50:00,41.738184527,-87.58523402200001,False,4.0,6,2018,9,17,28,4,39,3
OVER $500,False,2018-12-02 12:00:00,41.898767916,-87.62411633299999,False,18.0,6,2018,12,12,2,6,48,4
OVER $500,False,2018-12-02 21:00:00,41.914841130999996,-87.699224003,False,14.0,6,2018,12,21,2,6,48,4
RETAIL THEFT,False,2018-12-02 13:30:00,41.884493832,-87.627021129,False,1.0,6,2018,12,13,2,6,48,4
OVER $500,False,2018-12-02 20:00:00,41.914845224000004,-87.688624231,False,14.0,6,2018,12,20,2,6,48,4
OVER $500,False,2018-12-02 22:00:00,41.688070787,-87.63861224899998,False,22.0,6,2018,12,22,2,6,48,4
OVER $500,False,2018-12-02 19:30:00,41.934246774,-87.666973078,False,19.0,6,2018,12,19,2,6,48,4
OVER $500,False,2018-12-02 21:00:00,41.892921935,-87.765639943,False,15.0,6,2018,12,21,2,6,48,4
OVER $500,False,2018-12-02 19:00:00,41.935189592,-87.664879397,False,19.0,6,2018,12,19,2,6,48,4
OVER $500,False,2018-12-02 21:52:00,41.867251542,-87.639594427,False,1.0,6,2018,12,21,2,6,48,4
OVER $500,False,2018-12-02 22:20:00,41.881986477,-87.69712529899998,False,12.0,6,2018,12,22,2,6,48,4
OVER $500,False,2018-12-02 21:00:00,41.885739288,-87.660775234,False,12.0,6,2018,12,21,2,6,48,4
OVER $500,False,2018-12-02 19:00:00,41.917129411,-87.63528842,False,18.0,6,2018,12,19,2,6,48,4
OVER $500,False,2018-12-02 22:40:00,41.747172976,-87.694995125,False,8.0,6,2018,12,22,2,6,48,4
RETAIL THEFT,True,2018-12-02 19:40:00,41.883500186999996,-87.627876698,False,1.0,6,2018,12,19,2,6,48,4
OVER $500,False,2018-12-02 20:00:00,41.893990113,-87.70215557700001,False,12.0,6,2018,12,20,2,6,48,4
RETAIL THEFT,False,2018-12-02 20:25:00,41.92046017,-87.67083136,False,14.0,6,2018,12,20,2,6,48,4
OVER $500,False,2018-12-01 22:00:00,41.994342355,-87.737388723,False,17.0,6,2018,12,22,1,5,48,4
OVER $500,False,2018-12-01 17:45:00,41.914055338000004,-87.633396724,False,18.0,6,2018,12,17,1,5,48,4
OVER $500,False,2018-12-01 14:31:00,41.736148121,-87.62907024299999,False,6.0,6,2018,12,14,1,5,48,4
OVER $500,False,2018-12-01 21:00:00,41.906651470999996,-87.68871769799999,False,14.0,6,2018,12,21,1,5,48,4
OVER $500,False,2018-12-01 18:00:00,41.762173747,-87.576213575,False,3.0,6,2018,12,18,1,5,48,4
OVER $500,False,2018-12-01 18:00:00,41.886625743,-87.66031789600002,False,12.0,6,2018,12,18,1,5,48,4
OVER $500,False,2018-12-01 21:00:00,41.927259128,-87.707292164,False,14.0,6,2018,12,21,1,5,48,4
RETAIL THEFT,True,2018-12-01 19:20:00,41.695982095,-87.59665314200001,False,5.0,6,2018,12,19,1,5,48,4
RETAIL THEFT,True,2018-12-01 20:30:00,41.883500186999996,-87.627876698,False,1.0,6,2018,12,20,1,5,48,4
RETAIL THEFT,False,2018-12-01 14:00:00,41.923670468000005,-87.786426561,False,25.0,6,2018,12,14,1,5,48,4
OVER $500,False,2018-12-01 21:05:00,41.779020089,-87.6998599,False,8.0,6,2018,12,21,1,5,48,4
RETAIL THEFT,True,2018-12-01 19:21:00,41.899410159,-87.624131266,False,18.0,6,2018,12,19,1,5,48,4
RETAIL THEFT,False,2018-12-01 17:55:00,41.990447044,-87.69874636200001,False,24.0,6,2018,12,17,1,5,48,4
OVER $500,False,2018-12-02 23:00:00,41.740103192,-87.55270391299999,False,4.0,6,2018,12,23,2,6,48,4
