crime,subcrime,year,arrest,total
CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,2018,False,11
CRIMINAL DAMAGE,LIBRARY VANDALISM,2008,False,8
CRIMINAL DAMAGE,LIBRARY VANDALISM,2008,True,2
CRIMINAL DAMAGE,LIBRARY VANDALISM,2009,False,10
CRIMINAL DAMAGE,LIBRARY VANDALISM,2010,False,9
CRIMINAL DAMAGE,LIBRARY VANDALISM,2010,True,8
CRIMINAL DAMAGE,LIBRARY VANDALISM,2011,False,5
CRIMINAL DAMAGE,LIBRARY VANDALISM,2012,False,1
CRIMINAL DAMAGE,LIBRARY VANDALISM,2013,False,1
CRIMINAL DAMAGE,LIBRARY VANDALISM,2015,False,4
CRIMINAL DAMAGE,LIBRARY VANDALISM,2016,False,2
CRIMINAL DAMAGE,LIBRARY VANDALISM,2017,False,4
CRIMINAL DAMAGE,LIBRARY VANDALISM,2017,True,2
CRIMINAL DAMAGE,LIBRARY VANDALISM,2018,False,1
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2008,False,1406
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2008,True,344
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2009,False,1352
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2009,True,346
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2010,False,1276
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2010,True,377
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2011,False,564
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2011,True,187
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2012,False,559
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2012,True,180
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2013,False,483
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2013,True,160
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2014,False,384
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2014,True,150
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2015,False,419
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2015,True,121
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2016,False,417
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2016,True,104
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2017,False,439
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2017,True,123
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2018,False,374
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,2018,True,112
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2008,False,22
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2008,True,24
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2009,False,26
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2009,True,18
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2010,False,10
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2010,True,18
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2011,False,6
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2011,True,18
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2012,False,9
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2012,True,12
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2013,False,7
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2013,True,5
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2014,False,5
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2015,False,6
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2015,True,1
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2016,False,3
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2016,True,1
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2017,False,4
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,2018,False,4
CRIMINAL DAMAGE,TO PROPERTY,2008,False,42940
CRIMINAL DAMAGE,TO PROPERTY,2008,True,3234
CRIMINAL DAMAGE,TO PROPERTY,2009,False,38718
CRIMINAL DAMAGE,TO PROPERTY,2009,True,2994
CRIMINAL DAMAGE,TO PROPERTY,2010,False,32010
CRIMINAL DAMAGE,TO PROPERTY,2010,True,2259
CRIMINAL DAMAGE,TO PROPERTY,2011,False,15873
CRIMINAL DAMAGE,TO PROPERTY,2011,True,1204
CRIMINAL DAMAGE,TO PROPERTY,2012,False,15300
CRIMINAL DAMAGE,TO PROPERTY,2012,True,1200
CRIMINAL DAMAGE,TO PROPERTY,2013,False,13176
CRIMINAL DAMAGE,TO PROPERTY,2013,True,1035
CRIMINAL DAMAGE,TO PROPERTY,2014,False,11620
CRIMINAL DAMAGE,TO PROPERTY,2014,True,1070
CRIMINAL DAMAGE,TO PROPERTY,2015,False,12194
CRIMINAL DAMAGE,TO PROPERTY,2015,True,1027
CRIMINAL DAMAGE,TO PROPERTY,2016,False,12801
CRIMINAL DAMAGE,TO PROPERTY,2016,True,920
CRIMINAL DAMAGE,TO PROPERTY,2017,False,12787
CRIMINAL DAMAGE,TO PROPERTY,2017,True,1015
CRIMINAL DAMAGE,TO PROPERTY,2018,False,11330
CRIMINAL DAMAGE,TO PROPERTY,2018,True,902
CRIMINAL DAMAGE,TO STATE SUP PROP,2008,False,506
CRIMINAL DAMAGE,TO STATE SUP PROP,2008,True,118
CRIMINAL DAMAGE,TO STATE SUP PROP,2009,False,434
CRIMINAL DAMAGE,TO STATE SUP PROP,2009,True,86
CRIMINAL DAMAGE,TO STATE SUP PROP,2010,False,365
CRIMINAL DAMAGE,TO STATE SUP PROP,2010,True,105
CRIMINAL DAMAGE,TO STATE SUP PROP,2011,False,165
CRIMINAL DAMAGE,TO STATE SUP PROP,2011,True,42
CRIMINAL DAMAGE,TO STATE SUP PROP,2012,False,168
CRIMINAL DAMAGE,TO STATE SUP PROP,2012,True,39
CRIMINAL DAMAGE,TO STATE SUP PROP,2013,False,136
CRIMINAL DAMAGE,TO STATE SUP PROP,2013,True,43
CRIMINAL DAMAGE,TO STATE SUP PROP,2014,False,131
CRIMINAL DAMAGE,TO STATE SUP PROP,2014,True,41
CRIMINAL DAMAGE,TO STATE SUP PROP,2015,False,125
CRIMINAL DAMAGE,TO STATE SUP PROP,2015,True,29
CRIMINAL DAMAGE,TO STATE SUP PROP,2016,False,91
CRIMINAL DAMAGE,TO STATE SUP PROP,2016,True,27
CRIMINAL DAMAGE,TO STATE SUP PROP,2017,False,110
CRIMINAL DAMAGE,TO STATE SUP PROP,2017,True,29
CRIMINAL DAMAGE,TO STATE SUP PROP,2018,False,78
CRIMINAL DAMAGE,TO STATE SUP PROP,2018,True,43
CRIMINAL DAMAGE,TO VEHICLE,2008,False,47490
CRIMINAL DAMAGE,TO VEHICLE,2008,True,2000
CRIMINAL DAMAGE,TO VEHICLE,2009,False,41686
CRIMINAL DAMAGE,TO VEHICLE,2009,True,1822
CRIMINAL DAMAGE,TO VEHICLE,2010,False,34715
CRIMINAL DAMAGE,TO VEHICLE,2010,True,1415
CRIMINAL DAMAGE,TO VEHICLE,2011,False,16292
CRIMINAL DAMAGE,TO VEHICLE,2011,True,706
CRIMINAL DAMAGE,TO VEHICLE,2012,False,15879
CRIMINAL DAMAGE,TO VEHICLE,2012,True,625
CRIMINAL DAMAGE,TO VEHICLE,2013,False,13308
CRIMINAL DAMAGE,TO VEHICLE,2013,True,503
CRIMINAL DAMAGE,TO VEHICLE,2014,False,12087
CRIMINAL DAMAGE,TO VEHICLE,2014,True,473
CRIMINAL DAMAGE,TO VEHICLE,2015,False,13073
CRIMINAL DAMAGE,TO VEHICLE,2015,True,499
CRIMINAL DAMAGE,TO VEHICLE,2016,False,14476
CRIMINAL DAMAGE,TO VEHICLE,2016,True,441
CRIMINAL DAMAGE,TO VEHICLE,2017,False,13043
CRIMINAL DAMAGE,TO VEHICLE,2017,True,468
CRIMINAL DAMAGE,TO VEHICLE,2018,False,11847
CRIMINAL DAMAGE,TO VEHICLE,2018,True,407
CRIMINAL TRESPASS,TO AIRPORT,2008,False,14
CRIMINAL TRESPASS,TO AIRPORT,2008,True,32
CRIMINAL TRESPASS,TO AIRPORT,2009,True,38
CRIMINAL TRESPASS,TO AIRPORT,2010,False,4
CRIMINAL TRESPASS,TO AIRPORT,2010,True,39
CRIMINAL TRESPASS,TO AIRPORT,2011,True,17
CRIMINAL TRESPASS,TO AIRPORT,2012,True,8
CRIMINAL TRESPASS,TO AIRPORT,2013,False,1
CRIMINAL TRESPASS,TO AIRPORT,2013,True,8
CRIMINAL TRESPASS,TO AIRPORT,2014,True,8
CRIMINAL TRESPASS,TO AIRPORT,2015,False,3
CRIMINAL TRESPASS,TO AIRPORT,2015,True,13
CRIMINAL TRESPASS,TO AIRPORT,2016,True,7
CRIMINAL TRESPASS,TO AIRPORT,2017,True,5
CRIMINAL TRESPASS,TO AIRPORT,2018,False,1
CRIMINAL TRESPASS,TO AIRPORT,2018,True,15
CRIMINAL TRESPASS,TO LAND,2008,False,5678
CRIMINAL TRESPASS,TO LAND,2008,True,8790
CRIMINAL TRESPASS,TO LAND,2009,False,2804
CRIMINAL TRESPASS,TO LAND,2009,True,11280
CRIMINAL TRESPASS,TO LAND,2010,False,2673
CRIMINAL TRESPASS,TO LAND,2010,True,9004
CRIMINAL TRESPASS,TO LAND,2011,False,1052
CRIMINAL TRESPASS,TO LAND,2011,True,4810
CRIMINAL TRESPASS,TO LAND,2012,False,928
CRIMINAL TRESPASS,TO LAND,2012,True,4444
CRIMINAL TRESPASS,TO LAND,2013,False,883
CRIMINAL TRESPASS,TO LAND,2013,True,4443
CRIMINAL TRESPASS,TO LAND,2014,False,805
CRIMINAL TRESPASS,TO LAND,2014,True,3922
CRIMINAL TRESPASS,TO LAND,2015,False,758
CRIMINAL TRESPASS,TO LAND,2015,True,3006
CRIMINAL TRESPASS,TO LAND,2016,False,856
CRIMINAL TRESPASS,TO LAND,2016,True,2586
CRIMINAL TRESPASS,TO LAND,2017,False,1035
CRIMINAL TRESPASS,TO LAND,2017,True,2811
CRIMINAL TRESPASS,TO LAND,2018,False,1225
CRIMINAL TRESPASS,TO LAND,2018,True,2609
CRIMINAL TRESPASS,TO RESIDENCE,2008,False,2448
CRIMINAL TRESPASS,TO RESIDENCE,2008,True,1186
CRIMINAL TRESPASS,TO RESIDENCE,2009,False,1958
CRIMINAL TRESPASS,TO RESIDENCE,2009,True,1364
CRIMINAL TRESPASS,TO RESIDENCE,2010,False,1738
CRIMINAL TRESPASS,TO RESIDENCE,2010,True,976
CRIMINAL TRESPASS,TO RESIDENCE,2011,False,831
CRIMINAL TRESPASS,TO RESIDENCE,2011,True,522
CRIMINAL TRESPASS,TO RESIDENCE,2012,False,834
CRIMINAL TRESPASS,TO RESIDENCE,2012,True,486
CRIMINAL TRESPASS,TO RESIDENCE,2013,False,776
CRIMINAL TRESPASS,TO RESIDENCE,2013,True,503
CRIMINAL TRESPASS,TO RESIDENCE,2014,False,774
CRIMINAL TRESPASS,TO RESIDENCE,2014,True,484
CRIMINAL TRESPASS,TO RESIDENCE,2015,False,739
CRIMINAL TRESPASS,TO RESIDENCE,2015,True,451
CRIMINAL TRESPASS,TO RESIDENCE,2016,False,899
CRIMINAL TRESPASS,TO RESIDENCE,2016,True,373
CRIMINAL TRESPASS,TO RESIDENCE,2017,False,951
CRIMINAL TRESPASS,TO RESIDENCE,2017,True,427
CRIMINAL TRESPASS,TO RESIDENCE,2018,False,957
CRIMINAL TRESPASS,TO RESIDENCE,2018,True,331
CRIMINAL TRESPASS,TO STATE SUP LAND,2008,False,2598
CRIMINAL TRESPASS,TO STATE SUP LAND,2008,True,2396
CRIMINAL TRESPASS,TO STATE SUP LAND,2009,False,512
CRIMINAL TRESPASS,TO STATE SUP LAND,2009,True,2480
CRIMINAL TRESPASS,TO STATE SUP LAND,2010,False,556
CRIMINAL TRESPASS,TO STATE SUP LAND,2010,True,1884
CRIMINAL TRESPASS,TO STATE SUP LAND,2011,False,174
CRIMINAL TRESPASS,TO STATE SUP LAND,2011,True,787
CRIMINAL TRESPASS,TO STATE SUP LAND,2012,False,140
CRIMINAL TRESPASS,TO STATE SUP LAND,2012,True,806
CRIMINAL TRESPASS,TO STATE SUP LAND,2013,False,147
CRIMINAL TRESPASS,TO STATE SUP LAND,2013,True,861
CRIMINAL TRESPASS,TO STATE SUP LAND,2014,False,136
CRIMINAL TRESPASS,TO STATE SUP LAND,2014,True,786
CRIMINAL TRESPASS,TO STATE SUP LAND,2015,False,95
CRIMINAL TRESPASS,TO STATE SUP LAND,2015,True,676
CRIMINAL TRESPASS,TO STATE SUP LAND,2016,False,69
CRIMINAL TRESPASS,TO STATE SUP LAND,2016,True,508
CRIMINAL TRESPASS,TO STATE SUP LAND,2017,False,69
CRIMINAL TRESPASS,TO STATE SUP LAND,2017,True,518
CRIMINAL TRESPASS,TO STATE SUP LAND,2018,False,80
CRIMINAL TRESPASS,TO STATE SUP LAND,2018,True,414
CRIMINAL TRESPASS,TO VEHICLE,2008,False,724
CRIMINAL TRESPASS,TO VEHICLE,2008,True,576
CRIMINAL TRESPASS,TO VEHICLE,2009,False,492
CRIMINAL TRESPASS,TO VEHICLE,2009,True,566
CRIMINAL TRESPASS,TO VEHICLE,2010,False,562
CRIMINAL TRESPASS,TO VEHICLE,2010,True,477
CRIMINAL TRESPASS,TO VEHICLE,2011,False,185
CRIMINAL TRESPASS,TO VEHICLE,2011,True,279
CRIMINAL TRESPASS,TO VEHICLE,2012,False,258
CRIMINAL TRESPASS,TO VEHICLE,2012,True,311
CRIMINAL TRESPASS,TO VEHICLE,2013,False,250
CRIMINAL TRESPASS,TO VEHICLE,2013,True,258
CRIMINAL TRESPASS,TO VEHICLE,2014,False,296
CRIMINAL TRESPASS,TO VEHICLE,2014,True,284
CRIMINAL TRESPASS,TO VEHICLE,2015,False,397
CRIMINAL TRESPASS,TO VEHICLE,2015,True,245
CRIMINAL TRESPASS,TO VEHICLE,2016,False,671
CRIMINAL TRESPASS,TO VEHICLE,2016,True,240
CRIMINAL TRESPASS,TO VEHICLE,2017,False,727
CRIMINAL TRESPASS,TO VEHICLE,2017,True,256
CRIMINAL TRESPASS,TO VEHICLE,2018,False,635
CRIMINAL TRESPASS,TO VEHICLE,2018,True,187
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2008,False,2
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2011,False,2
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2012,False,1
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2015,False,2
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2016,False,2
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2017,False,5
DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,2018,False,5
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2013,False,3
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2013,True,3
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2014,False,74
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2014,True,2
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2015,False,124
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2015,True,7
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2016,False,67
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2016,True,3
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2017,False,131
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2017,True,1
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2018,False,79
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,2018,True,1
DECEPTIVE PRACTICE,ALTER COINS,2008,False,2
DECEPTIVE PRACTICE,ALTER COINS,2013,False,1
DECEPTIVE PRACTICE,ALTER COINS,2017,False,1
DECEPTIVE PRACTICE,ALTER COINS,2017,True,1
DECEPTIVE PRACTICE,ALTER COINS,2018,False,1
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2014,False,377
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2014,True,4
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2015,False,504
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2015,True,6
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2016,False,545
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2016,True,1
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2017,False,659
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2017,True,2
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2018,False,454
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,2018,True,4
DECEPTIVE PRACTICE,BOGUS CHECK,2008,False,1510
DECEPTIVE PRACTICE,BOGUS CHECK,2008,True,188
DECEPTIVE PRACTICE,BOGUS CHECK,2009,False,1285
DECEPTIVE PRACTICE,BOGUS CHECK,2009,True,136
DECEPTIVE PRACTICE,BOGUS CHECK,2010,False,943
DECEPTIVE PRACTICE,BOGUS CHECK,2010,True,107
DECEPTIVE PRACTICE,BOGUS CHECK,2011,False,538
DECEPTIVE PRACTICE,BOGUS CHECK,2011,True,44
DECEPTIVE PRACTICE,BOGUS CHECK,2012,False,559
DECEPTIVE PRACTICE,BOGUS CHECK,2012,True,54
DECEPTIVE PRACTICE,BOGUS CHECK,2013,False,544
DECEPTIVE PRACTICE,BOGUS CHECK,2013,True,43
DECEPTIVE PRACTICE,BOGUS CHECK,2014,False,403
DECEPTIVE PRACTICE,BOGUS CHECK,2014,True,28
DECEPTIVE PRACTICE,BOGUS CHECK,2015,False,351
DECEPTIVE PRACTICE,BOGUS CHECK,2015,True,17
DECEPTIVE PRACTICE,BOGUS CHECK,2016,False,301
DECEPTIVE PRACTICE,BOGUS CHECK,2016,True,6
DECEPTIVE PRACTICE,BOGUS CHECK,2017,False,380
DECEPTIVE PRACTICE,BOGUS CHECK,2017,True,25
DECEPTIVE PRACTICE,BOGUS CHECK,2018,False,319
DECEPTIVE PRACTICE,BOGUS CHECK,2018,True,8
DECEPTIVE PRACTICE,COMPUTER FRAUD,2008,False,196
DECEPTIVE PRACTICE,COMPUTER FRAUD,2008,True,2
DECEPTIVE PRACTICE,COMPUTER FRAUD,2009,False,206
DECEPTIVE PRACTICE,COMPUTER FRAUD,2009,True,2
DECEPTIVE PRACTICE,COMPUTER FRAUD,2010,False,186
DECEPTIVE PRACTICE,COMPUTER FRAUD,2010,True,1
DECEPTIVE PRACTICE,COMPUTER FRAUD,2011,False,92
DECEPTIVE PRACTICE,COMPUTER FRAUD,2011,True,1
DECEPTIVE PRACTICE,COMPUTER FRAUD,2012,False,138
DECEPTIVE PRACTICE,COMPUTER FRAUD,2012,True,6
DECEPTIVE PRACTICE,COMPUTER FRAUD,2013,False,123
DECEPTIVE PRACTICE,COMPUTER FRAUD,2014,False,78
DECEPTIVE PRACTICE,COMPUTER FRAUD,2014,True,2
DECEPTIVE PRACTICE,COMPUTER FRAUD,2015,False,89
DECEPTIVE PRACTICE,COMPUTER FRAUD,2015,True,2
DECEPTIVE PRACTICE,COMPUTER FRAUD,2016,False,73
DECEPTIVE PRACTICE,COMPUTER FRAUD,2017,False,141
DECEPTIVE PRACTICE,COMPUTER FRAUD,2018,False,144
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2008,False,770
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2008,True,136
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2009,False,678
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2009,True,152
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2010,False,496
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2010,True,83
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2011,False,377
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2011,True,47
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2012,False,400
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2012,True,65
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2013,False,336
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2013,True,65
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2014,False,332
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2014,True,59
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2015,False,377
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2015,True,72
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2016,False,354
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2016,True,30
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2017,False,468
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2017,True,34
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2018,False,402
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,2018,True,8
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2008,False,1222
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2008,True,264
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2009,False,1266
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2009,True,256
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2010,False,946
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2010,True,161
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2011,False,369
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2011,True,85
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2012,False,508
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2012,True,85
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2013,False,478
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2013,True,88
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2014,False,491
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2014,True,82
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2015,False,585
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2015,True,67
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2016,False,785
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2016,True,49
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2017,False,788
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2017,True,58
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2018,False,501
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,2018,True,43
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2008,False,5884
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2008,True,210
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2009,False,5122
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2009,True,134
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2010,False,4351
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2010,True,107
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2011,False,2473
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2011,True,67
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2012,False,2778
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2012,True,64
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2013,False,3213
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2013,True,55
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2014,False,2911
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2014,True,71
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2015,False,2864
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2015,True,78
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2016,False,2996
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2016,True,39
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2017,False,3740
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2017,True,93
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2018,False,4241
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,2018,True,63
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2008,False,46
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2008,True,14
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2009,False,66
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2009,True,32
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2010,False,123
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2010,True,18
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2011,False,55
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2011,True,19
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2012,False,52
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2012,True,18
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2013,False,49
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2013,True,8
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2014,False,47
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2014,True,7
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2015,False,108
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2015,True,1
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2016,False,20
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2016,True,3
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2017,False,12
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2017,True,1
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,2018,False,30
DECEPTIVE PRACTICE,EMBEZZLEMENT,2008,False,90
DECEPTIVE PRACTICE,EMBEZZLEMENT,2008,True,32
DECEPTIVE PRACTICE,EMBEZZLEMENT,2009,False,74
DECEPTIVE PRACTICE,EMBEZZLEMENT,2009,True,16
DECEPTIVE PRACTICE,EMBEZZLEMENT,2010,False,72
DECEPTIVE PRACTICE,EMBEZZLEMENT,2010,True,17
DECEPTIVE PRACTICE,EMBEZZLEMENT,2011,False,53
DECEPTIVE PRACTICE,EMBEZZLEMENT,2011,True,9
DECEPTIVE PRACTICE,EMBEZZLEMENT,2012,False,38
DECEPTIVE PRACTICE,EMBEZZLEMENT,2012,True,12
