crime,subcrime,year,arrest,total
NARCOTICS,POSS: COCAINE,2008,False,42
NARCOTICS,POSS: COCAINE,2008,True,3726
NARCOTICS,POSS: COCAINE,2009,False,14
NARCOTICS,POSS: COCAINE,2009,True,3140
NARCOTICS,POSS: COCAINE,2010,False,10
NARCOTICS,POSS: COCAINE,2010,True,2850
NARCOTICS,POSS: COCAINE,2011,False,1
NARCOTICS,POSS: COCAINE,2011,True,1307
NARCOTICS,POSS: COCAINE,2012,False,18
NARCOTICS,POSS: COCAINE,2012,True,1115
NARCOTICS,POSS: COCAINE,2013,False,18
NARCOTICS,POSS: COCAINE,2013,True,887
NARCOTICS,POSS: COCAINE,2014,False,4
NARCOTICS,POSS: COCAINE,2014,True,911
NARCOTICS,POSS: COCAINE,2015,True,789
NARCOTICS,POSS: COCAINE,2016,True,374
NARCOTICS,POSS: COCAINE,2017,True,530
NARCOTICS,POSS: COCAINE,2018,True,514
NARCOTICS,POSS: CRACK,2008,False,280
NARCOTICS,POSS: CRACK,2008,True,14520
NARCOTICS,POSS: CRACK,2009,False,74
NARCOTICS,POSS: CRACK,2009,True,11138
NARCOTICS,POSS: CRACK,2010,False,17
NARCOTICS,POSS: CRACK,2010,True,9561
NARCOTICS,POSS: CRACK,2011,False,5
NARCOTICS,POSS: CRACK,2011,True,4263
NARCOTICS,POSS: CRACK,2012,False,12
NARCOTICS,POSS: CRACK,2012,True,3251
NARCOTICS,POSS: CRACK,2013,False,44
NARCOTICS,POSS: CRACK,2013,True,2612
NARCOTICS,POSS: CRACK,2014,False,7
NARCOTICS,POSS: CRACK,2014,True,2260
NARCOTICS,POSS: CRACK,2015,False,1
NARCOTICS,POSS: CRACK,2015,True,1988
NARCOTICS,POSS: CRACK,2016,True,806
NARCOTICS,POSS: CRACK,2017,True,1115
NARCOTICS,POSS: CRACK,2018,True,1165
NARCOTICS,POSS: HALLUCINOGENS,2008,False,12
NARCOTICS,POSS: HALLUCINOGENS,2008,True,844
NARCOTICS,POSS: HALLUCINOGENS,2009,False,6
NARCOTICS,POSS: HALLUCINOGENS,2009,True,872
NARCOTICS,POSS: HALLUCINOGENS,2010,True,714
NARCOTICS,POSS: HALLUCINOGENS,2011,False,1
NARCOTICS,POSS: HALLUCINOGENS,2011,True,306
NARCOTICS,POSS: HALLUCINOGENS,2012,False,1
NARCOTICS,POSS: HALLUCINOGENS,2012,True,279
NARCOTICS,POSS: HALLUCINOGENS,2013,False,6
NARCOTICS,POSS: HALLUCINOGENS,2013,True,231
NARCOTICS,POSS: HALLUCINOGENS,2014,True,208
NARCOTICS,POSS: HALLUCINOGENS,2015,True,171
NARCOTICS,POSS: HALLUCINOGENS,2016,True,74
NARCOTICS,POSS: HALLUCINOGENS,2017,True,95
NARCOTICS,POSS: HALLUCINOGENS,2018,True,98
NARCOTICS,POSS: HEROIN(BLACK TAR),2008,True,44
NARCOTICS,POSS: HEROIN(BLACK TAR),2009,True,34
NARCOTICS,POSS: HEROIN(BLACK TAR),2010,True,26
NARCOTICS,POSS: HEROIN(BLACK TAR),2011,True,19
NARCOTICS,POSS: HEROIN(BLACK TAR),2012,True,9
NARCOTICS,POSS: HEROIN(BLACK TAR),2013,False,1
NARCOTICS,POSS: HEROIN(BLACK TAR),2013,True,14
NARCOTICS,POSS: HEROIN(BLACK TAR),2014,True,9
NARCOTICS,POSS: HEROIN(BLACK TAR),2015,True,13
NARCOTICS,POSS: HEROIN(BLACK TAR),2016,True,7
NARCOTICS,POSS: HEROIN(BLACK TAR),2017,True,12
NARCOTICS,POSS: HEROIN(BLACK TAR),2018,True,9
NARCOTICS,POSS: HEROIN(BRN/TAN),2008,False,8
NARCOTICS,POSS: HEROIN(BRN/TAN),2008,True,304
NARCOTICS,POSS: HEROIN(BRN/TAN),2009,False,4
NARCOTICS,POSS: HEROIN(BRN/TAN),2009,True,282
NARCOTICS,POSS: HEROIN(BRN/TAN),2010,False,2
NARCOTICS,POSS: HEROIN(BRN/TAN),2010,True,366
NARCOTICS,POSS: HEROIN(BRN/TAN),2011,False,1
NARCOTICS,POSS: HEROIN(BRN/TAN),2011,True,215
NARCOTICS,POSS: HEROIN(BRN/TAN),2012,True,217
NARCOTICS,POSS: HEROIN(BRN/TAN),2013,False,4
NARCOTICS,POSS: HEROIN(BRN/TAN),2013,True,212
NARCOTICS,POSS: HEROIN(BRN/TAN),2014,True,204
NARCOTICS,POSS: HEROIN(BRN/TAN),2015,True,155
NARCOTICS,POSS: HEROIN(BRN/TAN),2016,True,92
NARCOTICS,POSS: HEROIN(BRN/TAN),2017,True,90
NARCOTICS,POSS: HEROIN(BRN/TAN),2018,True,108
NARCOTICS,POSS: HEROIN(WHITE),2008,False,248
NARCOTICS,POSS: HEROIN(WHITE),2008,True,10292
NARCOTICS,POSS: HEROIN(WHITE),2009,False,82
NARCOTICS,POSS: HEROIN(WHITE),2009,True,9874
NARCOTICS,POSS: HEROIN(WHITE),2010,False,9
NARCOTICS,POSS: HEROIN(WHITE),2010,True,9994
NARCOTICS,POSS: HEROIN(WHITE),2011,False,6
NARCOTICS,POSS: HEROIN(WHITE),2011,True,5035
NARCOTICS,POSS: HEROIN(WHITE),2012,False,27
NARCOTICS,POSS: HEROIN(WHITE),2012,True,5235
NARCOTICS,POSS: HEROIN(WHITE),2013,False,55
NARCOTICS,POSS: HEROIN(WHITE),2013,True,5334
NARCOTICS,POSS: HEROIN(WHITE),2014,False,29
NARCOTICS,POSS: HEROIN(WHITE),2014,True,4405
NARCOTICS,POSS: HEROIN(WHITE),2015,False,1
NARCOTICS,POSS: HEROIN(WHITE),2015,True,3663
NARCOTICS,POSS: HEROIN(WHITE),2016,False,2
NARCOTICS,POSS: HEROIN(WHITE),2016,True,1913
NARCOTICS,POSS: HEROIN(WHITE),2017,True,2221
NARCOTICS,POSS: HEROIN(WHITE),2018,False,1
NARCOTICS,POSS: HEROIN(WHITE),2018,True,2256
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2008,True,34
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2009,True,26
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2010,True,26
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2011,True,10
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2012,True,8
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2013,True,7
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2014,True,8
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2015,True,2
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2016,True,3
NARCOTICS,POSS: LOOK-ALIKE DRUGS,2017,True,4
NARCOTICS,POSS: METHAMPHETAMINES,2008,False,4
NARCOTICS,POSS: METHAMPHETAMINES,2008,True,42
NARCOTICS,POSS: METHAMPHETAMINES,2009,True,30
NARCOTICS,POSS: METHAMPHETAMINES,2010,True,47
NARCOTICS,POSS: METHAMPHETAMINES,2011,True,42
NARCOTICS,POSS: METHAMPHETAMINES,2012,False,2
NARCOTICS,POSS: METHAMPHETAMINES,2012,True,60
NARCOTICS,POSS: METHAMPHETAMINES,2013,False,2
NARCOTICS,POSS: METHAMPHETAMINES,2013,True,59
NARCOTICS,POSS: METHAMPHETAMINES,2014,True,36
NARCOTICS,POSS: METHAMPHETAMINES,2015,True,58
NARCOTICS,POSS: METHAMPHETAMINES,2016,True,40
NARCOTICS,POSS: METHAMPHETAMINES,2017,True,57
NARCOTICS,POSS: METHAMPHETAMINES,2018,True,66
NARCOTICS,POSS: PCP,2008,False,4
NARCOTICS,POSS: PCP,2008,True,214
NARCOTICS,POSS: PCP,2009,True,228
NARCOTICS,POSS: PCP,2010,True,288
NARCOTICS,POSS: PCP,2011,False,1
NARCOTICS,POSS: PCP,2011,True,175
NARCOTICS,POSS: PCP,2012,True,248
NARCOTICS,POSS: PCP,2013,True,315
NARCOTICS,POSS: PCP,2014,False,1
NARCOTICS,POSS: PCP,2014,True,286
NARCOTICS,POSS: PCP,2015,True,262
NARCOTICS,POSS: PCP,2016,True,156
NARCOTICS,POSS: PCP,2017,True,181
NARCOTICS,POSS: PCP,2018,True,218
NARCOTICS,POSS: SYNTHETIC DRUGS,2008,False,8
NARCOTICS,POSS: SYNTHETIC DRUGS,2008,True,194
NARCOTICS,POSS: SYNTHETIC DRUGS,2009,False,4
NARCOTICS,POSS: SYNTHETIC DRUGS,2009,True,272
NARCOTICS,POSS: SYNTHETIC DRUGS,2010,False,3
NARCOTICS,POSS: SYNTHETIC DRUGS,2010,True,341
NARCOTICS,POSS: SYNTHETIC DRUGS,2011,False,1
NARCOTICS,POSS: SYNTHETIC DRUGS,2011,True,221
NARCOTICS,POSS: SYNTHETIC DRUGS,2012,False,3
NARCOTICS,POSS: SYNTHETIC DRUGS,2012,True,255
NARCOTICS,POSS: SYNTHETIC DRUGS,2013,True,349
NARCOTICS,POSS: SYNTHETIC DRUGS,2014,False,2
NARCOTICS,POSS: SYNTHETIC DRUGS,2014,True,394
NARCOTICS,POSS: SYNTHETIC DRUGS,2015,True,424
NARCOTICS,POSS: SYNTHETIC DRUGS,2016,True,200
NARCOTICS,POSS: SYNTHETIC DRUGS,2017,True,258
NARCOTICS,POSS: SYNTHETIC DRUGS,2018,True,314
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2008,False,28
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2008,True,1794
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2009,False,8
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2009,True,1360
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2010,False,2
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2010,True,1246
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2011,True,515
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2012,True,402
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2013,False,1
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2013,True,479
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2014,False,1
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2014,True,412
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2015,False,1
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2015,True,342
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2016,True,167
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2017,True,115
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2018,False,1
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,2018,True,153
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2012,True,30
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2013,False,4
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2013,True,33
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2014,True,27
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2015,True,29
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2016,True,15
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2017,True,16
NARCOTICS,POSSESSION: SYNTHETIC MARIJUANA,2018,True,11
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2008,True,28
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2009,True,18
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2010,True,20
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2011,True,11
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2012,True,5
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2013,True,8
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2014,True,10
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2015,True,3
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2016,True,1
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2017,True,3
NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,2018,True,5
NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,2008,True,16
NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,2010,True,4
NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,2014,True,1
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2008,False,26
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2008,True,2982
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2009,False,6
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2009,True,2832
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2010,False,5
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2010,True,2022
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2011,False,1
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2011,True,766
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2012,True,672
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2013,True,678
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2014,True,542
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2015,True,363
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2016,True,208
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2017,True,373
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,2018,True,547
NON - CRIMINAL,FOID - REVOCATION,2013,False,3
NON - CRIMINAL,FOID - REVOCATION,2014,False,10
NON - CRIMINAL,FOID - REVOCATION,2015,False,16
NON - CRIMINAL,FOID - REVOCATION,2015,True,4
NON - CRIMINAL,FOID - REVOCATION,2016,False,3
NON - CRIMINAL,FOID - REVOCATION,2016,True,2
NON-CRIMINAL,CONCEALED CARRY LICENSE REVOCATION,2014,False,1
NON-CRIMINAL,CONCEALED CARRY LICENSE REVOCATION,2015,True,1
NON-CRIMINAL,CONCEALED CARRY LICENSE REVOCATION,2016,False,1
NON-CRIMINAL,CONCEALED CARRY LICENSE REVOCATION,2017,False,1
NON-CRIMINAL,CONCEALED CARRY LICENSE REVOCATION,2018,False,1
NON-CRIMINAL,FOID - REVOCATION,2015,True,1
NON-CRIMINAL,FOID - REVOCATION,2016,False,9
NON-CRIMINAL,FOID - REVOCATION,2016,True,1
NON-CRIMINAL,FOID - REVOCATION,2017,False,7
NON-CRIMINAL,FOID - REVOCATION,2018,False,13
NON-CRIMINAL,FOID - REVOCATION,2018,True,2
NON-CRIMINAL,FOUND PASSPORT,2013,False,1
NON-CRIMINAL,FOUND PASSPORT,2015,False,1
NON-CRIMINAL,FOUND PASSPORT,2016,False,1
NON-CRIMINAL,FOUND PASSPORT,2017,False,1
NON-CRIMINAL,GUN OFFENDER NOTIFICATION-NO CONTACT,2014,False,1
NON-CRIMINAL,GUN OFFENDER NOTIFICATION-NO CONTACT,2015,False,1
NON-CRIMINAL,GUN OFFENDER NOTIFICATION-NO CONTACT,2017,False,1
NON-CRIMINAL,LOST PASSPORT,2012,False,5
NON-CRIMINAL,LOST PASSPORT,2012,True,1
NON-CRIMINAL,LOST PASSPORT,2013,False,2
NON-CRIMINAL,LOST PASSPORT,2013,True,1
NON-CRIMINAL,LOST PASSPORT,2014,False,11
NON-CRIMINAL,LOST PASSPORT,2015,False,9
NON-CRIMINAL,LOST PASSPORT,2016,False,28
NON-CRIMINAL,LOST PASSPORT,2017,False,25
NON-CRIMINAL,LOST PASSPORT,2017,True,1
NON-CRIMINAL,LOST PASSPORT,2018,False,16
NON-CRIMINAL,NOTIFICATION OF STALKING - NO CONTACT ORDER,2014,False,2
NON-CRIMINAL,NOTIFICATION OF STALKING - NO CONTACT ORDER,2015,True,1
NON-CRIMINAL,NOTIFICATION OF STALKING - NO CONTACT ORDER,2016,True,1
NON-CRIMINAL,NOTIFICATION OF STALKING - NO CONTACT ORDER,2017,False,1
NON-CRIMINAL,NOTIFICATION OF STALKING - NO CONTACT ORDER,2018,False,3
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2012,False,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2012,True,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2014,False,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2016,False,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2017,False,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2017,True,1
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2018,False,2
NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,2018,True,1
OBSCENITY,OBSCENE MATTER,2008,True,24
OBSCENITY,OBSCENE MATTER,2009,True,26
OBSCENITY,OBSCENE MATTER,2010,False,2
OBSCENITY,OBSCENE MATTER,2010,True,32
OBSCENITY,OBSCENE MATTER,2011,False,3
OBSCENITY,OBSCENE MATTER,2011,True,23
OBSCENITY,OBSCENE MATTER,2012,True,14
OBSCENITY,OBSCENE MATTER,2013,True,11
OBSCENITY,OBSCENE MATTER,2014,True,18
OBSCENITY,OBSCENE MATTER,2015,True,19
OBSCENITY,OBSCENE MATTER,2016,False,1
OBSCENITY,OBSCENE MATTER,2016,True,22
OBSCENITY,OBSCENE MATTER,2017,False,1
OBSCENITY,OBSCENE MATTER,2017,True,47
OBSCENITY,OBSCENE MATTER,2018,False,1
OBSCENITY,OBSCENE MATTER,2018,True,59
OBSCENITY,OBSCENITY,2009,False,8
OBSCENITY,OBSCENITY,2009,True,2
OBSCENITY,OBSCENITY,2010,False,8
OBSCENITY,OBSCENITY,2010,True,2
OBSCENITY,OBSCENITY,2011,False,6
OBSCENITY,OBSCENITY,2011,True,2
OBSCENITY,OBSCENITY,2012,False,3
OBSCENITY,OBSCENITY,2012,True,2
OBSCENITY,OBSCENITY,2013,False,3
OBSCENITY,OBSCENITY,2013,True,3
OBSCENITY,OBSCENITY,2014,False,8
OBSCENITY,OBSCENITY,2015,False,9
OBSCENITY,OBSCENITY,2015,True,3
OBSCENITY,OBSCENITY,2016,False,9
OBSCENITY,OBSCENITY,2017,False,13
OBSCENITY,OBSCENITY,2017,True,2
OBSCENITY,OBSCENITY,2018,False,9
OBSCENITY,OBSCENITY,2018,True,1
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2009,True,4
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2010,False,2
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2010,True,15
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2011,True,6
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2012,True,7
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2013,False,1
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2013,True,3
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2014,True,6
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2015,False,1
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2015,True,12
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2016,True,14
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2017,False,1
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2017,True,16
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2018,False,2
OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,2018,True,10
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2008,False,184
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2008,True,34
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2009,False,148
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2009,True,36
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2010,False,191
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2010,True,43
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2011,False,83
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2011,True,23
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2012,False,88
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2012,True,18
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2013,False,83
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2013,True,17
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2014,False,94
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2014,True,15
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2015,False,129
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2015,True,19
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2016,False,69
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2016,True,5
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2017,False,148
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2017,True,10
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2018,False,222
OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,2018,True,8
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2008,False,136
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2008,True,57
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2009,False,142
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2009,True,42
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2010,False,130
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2010,True,41
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2011,False,57
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2011,True,25
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2012,False,56
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2012,True,17
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2013,False,42
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2013,True,12
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2014,False,52
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2014,True,18
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2015,False,39
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2015,True,13
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2016,False,26
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2016,True,4
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2017,False,81
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2017,True,10
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2018,False,123
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,2018,True,11
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2008,False,76
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2008,True,20
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2009,False,42
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2009,True,26
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2010,False,62
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2010,True,32
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2011,False,36
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2011,True,16
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2012,False,28
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2012,True,11
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2013,False,36
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2013,True,12
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2014,False,37
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2014,True,5
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2015,False,30
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2015,True,6
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2016,False,25
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2016,True,7
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2017,False,38
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2017,True,7
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2018,False,24
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,2018,True,2
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2008,False,388
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2008,True,30
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2009,False,318
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2009,True,20
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2010,False,266
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2010,True,15
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2011,False,127
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2011,True,4
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2012,False,106
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2012,True,7
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2013,False,104
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2013,True,8
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2014,False,98
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2014,True,6
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2015,False,98
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2015,True,14
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2016,False,117
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2016,True,3
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2017,False,89
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2017,True,9
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2018,False,88
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,2018,True,9
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2008,False,1132
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2008,True,468
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2009,False,1150
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2009,True,396
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2010,False,1094
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,2010,True,390
